Numero Ticket;ItemID;Item;Fecha Creacion;Fecha Termino;Service Desk;Fecha Cierre;Resumen;Ubicacion;Modo Reporte;Estado;Prioridad
WO0000005669138;56;CONTADOR DE BILLETES;2024-10-06;08-10-24;Zona Sur;11/10/2024;REPARAR;LA PLANICIE - 193045;Web HD;Cerrado;3
WO0000005670942;43;CAJONERA CERRADURA;2024-10-06;07-10-24;Zona Centro;10/10/2024;DUPLICADO DE LLAVE;EL PINO - 191087;Web HD;Cerrado;3
WO0000005670459;56;CONTADOR DE BILLETES;2024-10-06;08-10-24;Zona Centro;11/10/2024;REPARAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005670019;190;PUERTA / MAMPARA CERRADURA;2024-10-06;26-10-24;Zona Centro;29/10/2024;APERTURAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005670478;190;PUERTA / MAMPARA CERRADURA;2024-10-06;07-10-24;Zona Sur;10/10/2024;APERTURAR;PUNTO BCP SANTA CLARA - 191173;Web HD;Cerrado;3
WO0000005669189;227;SISTEMA DE VIDEO;2024-10-06;21-10-24;Zona Sur;24/10/2024;REPARACION;RAUL FERRERO - 193012;Web HD;Cerrado;2
WO0000005670017;136;LLAVE SHUNT;2024-10-06;06-10-24;Zona Centro;09/10/2024;REPARAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005669134;190;PUERTA / MAMPARA CERRADURA;2024-10-06;06-10-24;Zona Sur;09/10/2024;REEMPLAZAR;PLAZA SAN MARTIN - 191004;Web HD;Cerrado;3
WO0000005669659;108;FOCO FLOURESCENTES;2024-10-06;14-10-24;Zona Centro;17/10/2024;CAMBIAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005669124;5;AIRE ACONDICIONADO;2024-10-06;;Zona Centro;;REPARAR;VILLA SOL - 191059;Web HD;Rechazado;3
WO0000005670458;214;SENSOR DE ANIEGO;2024-10-06;13-10-24;Zona Centro;16/10/2024;REPARAR;METRO AV. WIESSE - 191106;Web HD;Cerrado;3
WO0000005670452;89;ESCALERA CINTA ANTIDESLIZANTE;2024-10-06;14-10-24;Zona Sur;17/10/2024;REPONER;LA PLANICIE - 193045;Web HD;Cerrado;3
WO0000005671616;30;CABLEADO;2024-10-06;13-10-24;Zona Sur;16/10/2024;REVISAR;MERCADO DE PRODUCTORES - 191061;Web HD;Cerrado;3
WO0000005668891;237;TACHO;2024-10-06;13-10-24;Zona Centro;16/10/2024;REPARAR;NACIONES UNIDAS - 191084;Web HD;Cerrado;3
WO0000005669104;219;SEPARADORES;2024-10-06;12-10-24;Zona Centro;15/10/2024;REPARAR;PRO - 191029;Web HD;Cerrado;3
WO0000005671617;56;CONTADOR DE BILLETES;2024-10-06;09-10-24;Zona Centro;12/10/2024;REPARAR;QUILCA - 191160;Web HD;Cerrado;3
WO0000005669638;108;FOCO FLOURESCENTES;2024-10-06;;Zona Norte;;REVISAR;DIAGONAL - 285003;Web HD;Rechazado;3
WO0000005670943;262;VIDRIO;2024-10-06;11-10-24;Zona Centro;14/10/2024;REPARAR;MENDIOLA - 191078;Web HD;Cerrado;3
WO0000005670935;69;DETECTOR DE BILLETES;2024-10-06;07-10-24;Zona Centro;10/10/2024;REPARAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005670937;108;FOCO FLOURESCENTES;2024-10-06;06-10-24;Zona Centro;09/10/2024;CAMBIAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005668892;108;FOCO FLOURESCENTES;2024-10-06;11-10-24;Zona Centro;14/10/2024;CAMBIAR;NACIONES UNIDAS - 191084;Web HD;Cerrado;3
WO0000005670055;100;EXTINTOR ANCLAJE;2024-10-06;;Zona Sur;;REPARAR;CHINCHA - 315000;Web HD;En Curso;3
WO0000005669115;44;CAMARA CONVENCIONAL;2024-10-06;06-10-24;Zona Centro;09/10/2024;REPARAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005669655;111;GRIFERIA;2024-10-06;08-10-24;Zona Centro;11/10/2024;REVISAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005670901;89;ESCALERA CINTA ANTIDESLIZANTE;2024-10-06;13-10-24;Zona Centro;16/10/2024;REPONER;EL SOL - 191082;Web HD;Cerrado;3
WO0000005670443;221;SILLAS;2024-10-06;12-10-24;Zona Centro;15/10/2024;REPARAR;METRO AV. WIESSE - 191106;Web HD;Cerrado;3
WO0000005669100;123;INODOROS;2024-10-06;16-10-24;Zona Centro;19/10/2024;REVISAR;PRO - 191029;Web HD;Cerrado;3
WO0000005670449;240;TECHO /BALDOSAS;2024-10-06;20-10-24;Zona Centro;23/10/2024;CAMBIAR;METRO AV. WIESSE - 191106;Web HD;Cerrado;3
WO0000005671671;5;AIRE ACONDICIONADO;2024-10-06;;Zona Centro;;REGULAR;TUSILAGOS - 191108;Web HD;En Curso;3
WO0000005670995;13;ASCENSOR DISCAPACITADO;2024-10-06;;Zona Norte;;REVISAR;JAUREGUI - 405005;Web HD;En Curso;3
WO0000005669625;108;FOCO FLOURESCENTES;2024-10-06;;Zona Norte;;REVISAR;DIAGONAL - 285003;Web HD;En Curso;3
WO0000005670429;74;DISPENSADOR DE JABON LIQUIDO;2024-10-06;;Zona Sur;;REPARAR;NAZCA - 440000;Web HD;En Curso;3
WO0000005669111;108;FOCO FLOURESCENTES;2024-10-06;09-10-24;Zona Sur;12/10/2024;REVISAR;VENEZUELA - 191026;Web HD;Cerrado;3
WO0000005668890;122;INODORO TANQUE DE AGUA;2024-10-06;17-10-24;Zona Centro;20/10/2024;REVISAR;NACIONES UNIDAS - 191084;Web HD;Cerrado;3
WO0000005670043;237;TACHO;2024-10-06;21-10-24;Zona Centro;24/10/2024;REPARAR;LAS LOMAS - 191055;Web HD;Cerrado;3
WO0000005669131;171;PISOS;2024-10-06;;Zona Centro;;RESANAR;EDUARDO DE HABICH - 191023;Web HD;Rechazado;3
WO0000005670438;35;CAJA PULMON;2024-10-06;26-10-24;Zona Norte;29/10/2024;REPROGRAMAR;MARIANO MELGAR - 215014;Web HD;Cerrado;3
WO0000005669127;237;TACHO;2024-10-06;10-10-24;Zona Centro;13/10/2024;REPARAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005670965;30;CABLEADO;2024-10-06;08-10-24;Zona Centro;11/10/2024;REVISAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005669695;218;SE?ALETICA INTERNA;2024-10-06;24-10-24;Zona Sur;27/10/2024;REPONER;AYACUCHO - 220000;Web HD;Cerrado;3
WO0000005671697;241;TECHO /BALDOSAS FILTRACION;2024-10-06;19-10-24;Zona Norte;22/10/2024;CAMBIAR;UMACOLLO - 215009;Web HD;Cerrado;3
WO0000005671695;193;PUERTA/MAMPARA FRENO HIDRAULICO;2024-10-06;;Zona Norte;;REPARAR;UMACOLLO - 215009;Web HD;En Curso;3
WO0000005669187;249;TOMACORRIENTES;2024-10-06;;Zona Centro;;REVISAR;MERCADO DE FRUTAS - 191064;Web HD;En Curso;3
WO0000005670445;5;AIRE ACONDICIONADO;2024-10-06;13-10-24;Zona Centro;16/10/2024;REPARAR;METRO AV. WIESSE - 191106;Web HD;Cerrado;3
WO0000005670934;221;SILLAS;2024-10-06;14-10-24;Zona Centro;17/10/2024;REPARAR;EL PINO - 191087;Web HD;Cerrado;3
WO0000005669130;221;SILLAS;2024-10-06;09-10-24;Zona Centro;12/10/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005670432;221;SILLAS;2024-10-06;;Zona Sur;;REPARAR;ICA - 380000;Web HD;En Curso;3
WO0000005671668;41;CAJONERA;2024-10-06;08-10-24;Zona Sur;11/10/2024;REPARAR;ELIO - 191067;Web HD;Cerrado;3
WO0000005675711;190;PUERTA / MAMPARA CERRADURA;2024-10-07;12-10-24;Zona Centro;15/10/2024;DUPLICADO DE LLAVE;TOTTUS GUIPOR - 191147;Web HD;Cerrado;3
WO0000005675721;5;AIRE ACONDICIONADO;2024-10-07;09-10-24;Zona Centro;12/10/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005673470;227;SISTEMA DE VIDEO;2024-10-07;08-10-24;Zona Centro;11/10/2024;REPARACION;LA ENSENADA - 191149;Web HD;Cerrado;2
WO0000005674263;79;DVR;2024-10-07;;Zona Centro;;REPARAR;TUPAC AMARU - 191038;Web HD;Rechazado;3
WO0000005674222;190;PUERTA / MAMPARA CERRADURA;2024-10-07;;Zona Norte;;REEMPLAZAR;QUILLABAMBA - 505000;Web HD;En Curso;3
WO0000005674277;171;PISOS;2024-10-07;;Zona Norte;;RESANAR;UMACOLLO - 215009;Web HD;En Curso;3
WO0000005675714;257;URINARIOS;2024-10-07;09-10-24;Zona Centro;12/10/2024;REVISAR;TUSILAGOS - 191108;Web HD;Cerrado;3
WO0000005675273;21;BOMBAS DE AGUA;2024-10-07;;Zona Norte;;REVISAR;REAL PLAZA CUSCO - 285011;Web HD;En Curso;3
WO0000005674230;227;SISTEMA DE VIDEO;2024-10-07;22-10-24;Zona Centro;25/10/2024;REPARACION;MEGA PLAZA 2 - 191040;Web HD;Cerrado;2
WO0000005673316;74;DISPENSADOR DE JABON LIQUIDO;2024-10-07;09-10-24;Zona Centro;12/10/2024;REPARAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005675244;218;SE?ALETICA INTERNA;2024-10-07;08-10-24;Zona Sur;11/10/2024;REPONER;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005674224;57;CONTADOR DE MONEDAS;2024-10-07;09-10-24;Zona Centro;12/10/2024;REPARAR;BELAUNDE - 191018;Web HD;Cerrado;3
WO0000005675291;30;CABLEADO;2024-10-07;23-10-24;Zona Centro;26/10/2024;ORDENAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005673192;264;VINIL;2024-10-07;;Zona Centro;;REPONER;CHIMPU OCLLO - 191113;Web HD;Rechazado;3
WO0000005673445;57;CONTADOR DE MONEDAS;2024-10-07;09-10-24;Zona Centro;12/10/2024;REPARAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005673453;249;TOMACORRIENTES;2024-10-07;09-10-24;Zona Centro;12/10/2024;REVISAR;LA PAMPILLA - 192012;Web HD;Cerrado;3
WO0000005674875;237;TACHO;2024-10-07;;Zona Centro;;REPARAR;VILLA SOL - 191059;Web HD;En Curso;3
WO0000005673191;221;SILLAS;2024-10-07;15-10-24;Zona Centro;18/10/2024;REPARAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005676109;163;PARED;2024-10-07;;Zona Centro;;RESANAR;NICOLAS AYLLON - 191027;Web HD;En Curso;3
WO0000005675274;240;TECHO /BALDOSAS;2024-10-07;08-10-24;Zona Norte;11/10/2024;CAMBIAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005675290;56;CONTADOR DE BILLETES;2024-10-07;14-10-24;Zona Centro;17/10/2024;REPARAR;LA ENSENADA - 191149;Web HD;Cerrado;3
WO0000005676129;57;CONTADOR DE MONEDAS;2024-10-07;16-10-24;Zona Sur;19/10/2024;REPARAR;CHOSICA - 191075;Web HD;Cerrado;3
WO0000005675724;108;FOCO FLOURESCENTES;2024-10-07;21-10-24;Zona Centro;24/10/2024;REVISAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005674848;180;PORTA AFICHES;2024-10-07;09-10-24;Zona Centro;12/10/2024;REPARAR;NACIONES UNIDAS - 191084;Web HD;Cerrado;3
WO0000005675781;117;IMANTADO;2024-10-07;;Zona Sur;;CONFECCIONAR;COLONIAL - 192035;Web HD;Rechazado;3
WO0000005675216;257;URINARIOS;2024-10-07;;Zona Norte;;REVISAR;ANDAHUAYLAS - 205000;Web HD;En Curso;3
WO0000005673811;136;LLAVE SHUNT;2024-10-07;10-10-24;Zona Sur;13/10/2024;REPARAR;AYACUCHO - 220000;Web HD;Cerrado;3
WO0000005675750;108;FOCO FLOURESCENTES;2024-10-07;09-10-24;Zona Norte;12/10/2024;REVISAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005673803;41;CAJONERA;2024-10-07;13-10-24;Zona Centro;16/10/2024;REPARAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005673328;171;PISOS;2024-10-07;16-10-24;Zona Centro;19/10/2024;LIMPIAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005673196;171;PISOS;2024-10-07;21-10-24;Zona Centro;24/10/2024;LIMPIAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005676152;56;CONTADOR DE BILLETES;2024-10-07;;Zona Centro;;REPARAR;CHIMPU OCLLO - 191113;Web HD;En Curso;3
WO0000005676197;32;CAJA BUZON;2024-10-07;20-10-24;Zona Norte;23/10/2024;REPARAR;JULIACA - 405000;Web HD;Cerrado;3
WO0000005675738;232;TABLERO ELECTRICO;2024-10-07;09-10-24;Zona Norte;12/10/2024;REVISAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005675212;251;TUBERIA DE AGUA;2024-10-07;15-10-24;Zona Centro;18/10/2024;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005673305;218;SE?ALETICA INTERNA;2024-10-07;09-10-24;Zona Centro;12/10/2024;REPONER;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005675794;106;FOCO AHORRADOR;2024-10-07;14-10-24;Zona Centro;17/10/2024;CAMBIAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005676145;56;CONTADOR DE BILLETES;2024-10-07;;Zona Norte;;REPARAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Rechazado;3
WO0000005676148;5;AIRE ACONDICIONADO;2024-10-07;14-10-24;Zona Sur;17/10/2024;REPARAR;ICA - 380000;Web HD;Cerrado;3
WO0000005673306;240;TECHO /BALDOSAS;2024-10-07;11-10-24;Zona Centro;14/10/2024;CAMBIAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005675780;185;PRE INDECI;2024-10-07;;Zona Sur;;REALIZAR - PRE REGULATORIO;LAS ALONDRAS - 191044;Web HD;En Curso;3
WO0000005676140;123;INODOROS;2024-10-07;14-10-24;Zona Sur;17/10/2024;DESATORAR;RAUL FERRERO - 193012;Web HD;Cerrado;3
WO0000005675709;128;LAMPARA DE EMERGENCIA;2024-10-07;08-10-24;Zona Norte;11/10/2024;REPARAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005674244;108;FOCO FLOURESCENTES;2024-10-07;09-10-24;Zona Norte;12/10/2024;CAMBIAR;CAYMA - 215002;Web HD;Cerrado;3
WO0000005673433;136;LLAVE SHUNT;2024-10-07;07-10-24;Zona Centro;10/10/2024;REPARAR;MENDIOLA - 191078;Web HD;Cerrado;3
WO0000005674251;190;PUERTA / MAMPARA CERRADURA;2024-10-07;;Zona Norte;;APERTURAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Web HD;En Curso;3
WO0000005675288;56;CONTADOR DE BILLETES;2024-10-07;15-10-24;Zona Centro;18/10/2024;REPARAR;ANGELICA GAMARRA - 191057;Web HD;Cerrado;3
WO0000005674278;57;CONTADOR DE MONEDAS;2024-10-07;11-10-24;Zona Centro;14/10/2024;REPARAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005675713;231;STICKER;2024-10-07;08-10-24;Zona Norte;11/10/2024;REPONER;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005673499;139;LONCHERA CERRADURA;2024-10-07;27-10-24;Zona Sur;30/10/2024;REEMPLAZAR;LUREN - 380004;Web HD;Cerrado;3
WO0000005675728;232;TABLERO ELECTRICO;2024-10-07;;Zona Sur;;REVISAR;MERCADO CENTRAL - 191002;Web HD;Rechazado;3
WO0000005676199;139;LONCHERA CERRADURA;2024-10-07;;Zona Sur;;DUPLICADO DE LLAVE;PUNTO BCP SANTA CLARA - 191173;Web HD;Rechazado;3
WO0000005674846;5;AIRE ACONDICIONADO;2024-10-07;08-10-24;Zona Sur;11/10/2024;REPARAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005673368;56;CONTADOR DE BILLETES;2024-10-07;12-10-24;Zona Sur;15/10/2024;REPARAR;AYACUCHO - 220000;Web HD;Cerrado;3
WO0000005675720;123;INODOROS;2024-10-07;15-10-24;Zona Centro;18/10/2024;REVISAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005676100;111;GRIFERIA;2024-10-07;14-10-24;Zona Centro;17/10/2024;REVISAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005675729;108;FOCO FLOURESCENTES;2024-10-07;12-10-24;Zona Centro;15/10/2024;CAMBIAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005676108;237;TACHO;2024-10-07;16-10-24;Zona Centro;19/10/2024;REPARAR;COLLIQUE - 191065;Web HD;Cerrado;3
WO0000005676112;123;INODOROS;2024-10-07;16-10-24;Zona Centro;19/10/2024;REVISAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005673330;5;AIRE ACONDICIONADO;2024-10-07;15-10-24;Zona Centro;18/10/2024;REGULAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005673467;5;AIRE ACONDICIONADO;2024-10-07;09-10-24;Zona Sur;12/10/2024;REPARAR;CHOSICA - 191075;Web HD;Cerrado;3
WO0000005674897;240;TECHO /BALDOSAS;2024-10-07;14-10-24;Zona Centro;17/10/2024;CAMBIAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005674873;16;ATRIL;2024-10-07;07-10-24;Zona Sur;10/10/2024;REPARAR;MUSA - 193050;Web HD;Cerrado;3
WO0000005674220;56;CONTADOR DE BILLETES;2024-10-07;21-10-24;Zona Norte;24/10/2024;REPARAR;JACOBO HUNTER - 215022;Web HD;Cerrado;3
WO0000005675718;240;TECHO /BALDOSAS;2024-10-07;21-10-24;Zona Centro;24/10/2024;CAMBIAR;DEL AIRE - 193064;Web HD;Cerrado;3
WO0000005674881;188;PUERTA / MAMPARA;2024-10-07;14-10-24;Zona Centro;17/10/2024;REPARAR;VILLA SOL - 191059;Web HD;Cerrado;3
WO0000005673870;56;CONTADOR DE BILLETES;2024-10-07;09-10-24;Zona Sur;12/10/2024;REPARAR;MUSA - 193050;Web HD;Cerrado;3
WO0000005675731;30;CABLEADO;2024-10-07;;Zona Centro;;REVISAR;DEL AIRE - 193064;Web HD;Rechazado;3
WO0000005674899;226;SISTEMA DE AUDIO;2024-10-07;;Zona Sur;;REPARAR;MALL AVENTURA PLAZA SANTA ANITA - 191118;Web HD;Rechazado;3
WO0000005675217;111;GRIFERIA;2024-10-07;;Zona Centro;;REVISAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;En Curso;3
WO0000005674226;108;FOCO FLOURESCENTES;2024-10-07;21-10-24;Zona Norte;21/10/2024;CAMBIAR;QUILLABAMBA - 505000;Web HD;En Curso;3
WO0000005673438;192;PUERTA/MAMPARA BRAZO HIDRAULICO;2024-10-07;11-10-24;Zona Centro;14/10/2024;REPARAR;LA PAMPILLA - 192012;Web HD;Cerrado;3
WO0000005673477;221;SILLAS;2024-10-07;;Zona Norte;;REPARAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;En Curso;3
WO0000005676114;111;GRIFERIA;2024-10-07;16-10-24;Zona Centro;19/10/2024;REVISAR;NICOLAS AYLLON - 191027;Web HD;Cerrado;3
WO0000005674864;64;CREDENZA;2024-10-07;14-10-24;Zona Sur;17/10/2024;REPARAR;LA PLANICIE - 193045;Web HD;Cerrado;3
WO0000005674241;5;AIRE ACONDICIONADO;2024-10-07;07-10-24;Zona Norte;10/10/2024;REPARAR;PARQUE INDUSTRIAL (AREQUIPA) - 215005;Web HD;Cerrado;3
WO0000005673460;74;DISPENSADOR DE JABON LIQUIDO;2024-10-07;;Zona Centro;;REPARAR;MENDIOLA - 191078;Web HD;Rechazado;3
WO0000005674275;92;ESCRITORIO;2024-10-07;21-10-24;Zona Centro;24/10/2024;MANTENIMIENTO;QUILCA - 191160;Web HD;Cerrado;1
WO0000005673300;108;FOCO FLOURESCENTES;2024-10-07;22-10-24;Zona Centro;25/10/2024;CAMBIAR;CHIMPU OCLLO - 191113;Web HD;Cerrado;3
WO0000005673807;190;PUERTA / MAMPARA CERRADURA;2024-10-07;27-10-24;Zona Centro;30/10/2024;REEMPLAZAR;NAYLAMP - 191143;Web HD;Cerrado;3
WO0000005675266;108;FOCO FLOURESCENTES;2024-10-07;08-10-24;Zona Norte;11/10/2024;CAMBIAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005674870;96;ESTACIONAMIENTO SE?ALIZACION;2024-10-07;18-10-24;Zona Centro;21/10/2024;PINTAR;ZARATE - 191097;Web HD;Cerrado;3
WO0000005674225;111;GRIFERIA;2024-10-07;;Zona Sur;;REVISAR;CHINCHA - 315000;Web HD;En Curso;3
WO0000005680317;240;TECHO /BALDOSAS;2024-10-08;15-10-24;Zona Centro;18/10/2024;CAMBIAR;ANTUNEZ DE MAYOLO - 191028;Web HD;Cerrado;3
WO0000005678242;117;IMANTADO;2024-10-08;20-10-24;Zona Norte;23/10/2024;CONFECCIONAR;ALTO DE LA ALIANZA - 540004;Web HD;Cerrado;3
WO0000005679957;253;TV;2024-10-08;16-10-24;Zona Centro;19/10/2024;REPARAR;PERU - 191056;Web HD;Cerrado;2
WO0000005677715;225;SIRENA;2024-10-08;;Zona Norte;;REPARAR;ILO - 385000;Web HD;En Curso;3
WO0000005680622;190;PUERTA / MAMPARA CERRADURA;2024-10-08;13-10-24;Zona Sur;13/10/2024;REEMPLAZAR;CHINCHA - 315000;Web HD;En Curso;3
WO0000005679206;180;PORTA AFICHES;2024-10-08;10-10-24;Zona Centro;13/10/2024;REPARAR;PRO - 191029;Web HD;Cerrado;3
WO0000005679533;221;SILLAS;2024-10-08;;Zona Centro;;LIMPIAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;En Curso;3
WO0000005680357;253;TV;2024-10-08;12-10-24;Zona Centro;15/10/2024;REPARAR;MEGA PLAZA 2 - 191040;Web HD;Cerrado;2
WO0000005679997;108;FOCO FLOURESCENTES;2024-10-08;15-10-24;Zona Centro;18/10/2024;CAMBIAR;ANTUNEZ DE MAYOLO - 191028;Web HD;Cerrado;3
WO0000005680319;232;TABLERO ELECTRICO;2024-10-08;13-10-24;Zona Centro;16/10/2024;REVISAR;EL SOL - 191082;Web HD;Cerrado;3
WO0000005677944;123;INODOROS;2024-10-08;13-10-24;Zona Sur;16/10/2024;REVISAR;LA RAMBLA BRASIL - 191166;Web HD;Cerrado;3
WO0000005678254;5;AIRE ACONDICIONADO;2024-10-08;22-10-24;Zona Centro;25/10/2024;REPARAR;TUPAC AMARU - 191038;Web HD;Cerrado;3
WO0000005678251;74;DISPENSADOR DE JABON LIQUIDO;2024-10-08;;Zona Centro;;REPARAR;NARANJAL - 191141;Web HD;Rechazado;3
WO0000005677977;252;TUBERIA DE DESAGUE;2024-10-08;16-10-24;Zona Centro;19/10/2024;REPARAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005680356;56;CONTADOR DE BILLETES;2024-10-08;20-10-24;Zona Norte;23/10/2024;REPARAR;ALTO DE LA ALIANZA - 540004;Web HD;Cerrado;3
WO0000005678583;64;CREDENZA;2024-10-08;13-10-24;Zona Centro;16/10/2024;REPARAR;MEGA PLAZA 2 - 191040;Web HD;Cerrado;3
WO0000005677946;56;CONTADOR DE BILLETES;2024-10-08;12-10-24;Zona Norte;15/10/2024;REPARAR;JACOBO HUNTER - 215022;Web HD;Cerrado;3
WO0000005679538;43;CAJONERA CERRADURA;2024-10-08;13-10-24;Zona Centro;16/10/2024;REEMPLAZAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005678599;221;SILLAS;2024-10-08;;Zona Norte;;REPARAR;BOLOGNESI - 540002;Web HD;En Curso;3
WO0000005679524;108;FOCO FLOURESCENTES;2024-10-08;12-10-24;Zona Centro;15/10/2024;CAMBIAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005678518;181;PORTA FOLLETO;2024-10-08;13-10-24;Zona Centro;16/10/2024;REPARAR;MEGA PLAZA - 191010;Web HD;Cerrado;3
WO0000005678808;21;BOMBAS DE AGUA;2024-10-08;23-10-24;Zona Norte;26/10/2024;REVISAR;LA MERCED (AREQUIPA) - 215003;Web HD;Cerrado;3
WO0000005677973;108;FOCO FLOURESCENTES;2024-10-08;15-10-24;Zona Centro;18/10/2024;CAMBIAR;EDUARDO DE HABICH - 191023;Web HD;Cerrado;3
WO0000005678825;74;DISPENSADOR DE JABON LIQUIDO;2024-10-08;;Zona Sur;;REPARAR;PISCO - 470000;Web HD;En Curso;3
WO0000005678208;206;REFLECTOR / LAMPARAS;2024-10-08;09-10-24;Zona Norte;12/10/2024;CAMBIAR;LARAPA - 285005;Web HD;Cerrado;3
WO0000005678553;108;FOCO FLOURESCENTES;2024-10-08;08-10-24;Zona Centro;11/10/2024;CAMBIAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005679543;32;CAJA BUZON;2024-10-08;15-10-24;Zona Norte;18/10/2024;REPROGRAMAR;LA NEGRITA - 215004;Web HD;Cerrado;3
WO0000005679504;73;DISPENSADOR DE AGUA;2024-10-08;19-10-24;Zona Norte;22/10/2024;REPARAR;CUAJONE - 430001;Web HD;Cerrado;3
WO0000005679953;5;AIRE ACONDICIONADO;2024-10-08;19-10-24;Zona Centro;22/10/2024;REPARAR;EL PROGRESO - 191037;Web HD;Cerrado;3
WO0000005679555;240;TECHO /BALDOSAS;2024-10-08;13-10-24;Zona Centro;16/10/2024;CAMBIAR;SAN JUAN DE LURIGANCHO - 191017;Web HD;Cerrado;3
WO0000005679557;108;FOCO FLOURESCENTES;2024-10-08;;Zona Norte;;CAMBIAR;CAMANA - 250000;Web HD;En Curso;3
WO0000005677755;190;PUERTA / MAMPARA CERRADURA;2024-10-08;13-10-24;Zona Norte;16/10/2024;APERTURAR;SAN CAMILO - 215006;Web HD;Cerrado;3
WO0000005679256;221;SILLAS;2024-10-08;14-10-24;Zona Centro;17/10/2024;REPARAR;ROSA TORO - 193022;Web HD;Cerrado;3
WO0000005678565;107;FOCO DICROICOS;2024-10-08;08-10-24;Zona Centro;11/10/2024;CAMBIAR;C.B. FIORI - 191088;Web HD;Cerrado;3
WO0000005680627;65;CREDENZA CERRADURA;2024-10-08;12-10-24;Zona Centro;15/10/2024;REEMPLAZAR;URB SAN FELIPE COMAS - 191053;Web HD;Cerrado;3
WO0000005678819;108;FOCO FLOURESCENTES;2024-10-08;;Zona Norte;;CAMBIAR;ALTO DE LA ALIANZA - 540004;Web HD;En Curso;3
WO0000005680326;107;FOCO DICROICOS;2024-10-08;15-10-24;Zona Sur;18/10/2024;CAMBIAR;COLONIAL - 192035;Web HD;Cerrado;3
WO0000005678502;190;PUERTA / MAMPARA CERRADURA;2024-10-08;14-10-24;Zona Sur;17/10/2024;REEMPLAZAR;CHINCHA - 315000;Web HD;Cerrado;3
WO0000005678576;30;CABLEADO;2024-10-08;22-10-24;Zona Centro;25/10/2024;REVISAR;INDEPENDENCIA (LIMA) - 191142;Web HD;Cerrado;3
WO0000005678510;117;IMANTADO;2024-10-08;15-10-24;Zona Norte;18/10/2024;CONFECCIONAR;MALL AVENTURA PLAZA AREQUIPA - 215011;Web HD;Cerrado;3
WO0000005678894;56;CONTADOR DE BILLETES;2024-10-08;;Zona Norte;;REPARAR;JACOBO HUNTER - 215022;Web HD;Rechazado;3
